0.35705,5.3092,0.50462,0.064541,0.39834,0.26213,0.106,0.040731,0.19099,0.14878,0.1938,0.35705,5.3092,0.50462,0.064541,0.39834,0.26213,0.106
1.0361,4.9464,0.4954,0.066481,0.28646,0.24043,0.11242,0.042163,0.046191,0.14066,0.19461,1.0361,4.9464,0.4954,0.066481,0.28646,0.24043,0.11242
0.97654,4.7803,0.4954,0.064541,0.28437,0.25299,0.10538,0.041832,0.049583,0.13348,0.19542,0.97654,4.7803,0.4954,0.064541,0.28437,0.25299,0.10538
0.81951,6.6684,0.49233,0.065899,0.26265,0.21417,0.098095,0.040621,0.043859,0.14448,0.18326,0.81951,6.6684,0.49233,0.065899,0.26265,0.21417,0.098095
0.76774,7.8358,0.4954,0.06008,0.27455,0.24272,0.1055,0.041943,0.051491,0.12775,0.18731,0.76774,7.8358,0.4954,0.06008,0.27455,0.24272,0.1055
0.81347,7.7572,0.49847,0.065317,0.25997,0.21759,0.096984,0.042053,0.062939,0.14018,0.19461,0.81347,7.7572,0.49847,0.065317,0.25997,0.21759,0.096984
0.82641,7.5211,0.50615,0.059498,0.2808,0.2587,0.10501,0.040731,0.048523,0.13444,0.19218,0.82641,7.5211,0.50615,0.059498,0.2808,0.2587,0.10501
1.3726,8.3865,0.49387,0.06008,0.25819,0.22673,0.09649,0.040731,0.055307,0.13779,0.1784,1.3726,8.3865,0.49387,0.06008,0.25819,0.22673,0.09649
0.87214,8.2292,0.50615,0.063377,0.26831,0.24386,0.10476,0.043594,0.045767,0.14161,0.1938,0.87214,8.2292,0.50615,0.063377,0.26831,0.24386,0.10476
0.36396,7.6349,0.50922,0.058528,0.27188,0.2096,0.097354,0.040621,0.046403,0.13253,0.1938,0.36396,7.6349,0.50922,0.058528,0.27188,0.2096,0.097354
0.41917,8.0718,0.51383,0.060274,0.25135,0.23929,0.10365,0.040731,0.049583,0.14113,0.17596,0.41917,8.0718,0.51383,0.060274,0.25135,0.23929,0.10365
0.86524,9.96,0.51229,0.061631,0.2817,0.19475,0.098095,0.043044,0.043647,0.14018,0.32433,0.86524,9.96,0.51229,0.061631,0.2817,0.19475,0.098095
0.58914,8.3865,0.51229,0.06008,0.2567,0.24957,0.10279,0.041172,0.052127,0.17077,0.19461,0.58914,8.3865,0.51229,0.06008,0.2567,0.24957,0.10279
0.3398,7.2064,0.49387,0.062795,0.26206,0.19818,0.098836,0.040621,0.044495,0.16026,0.18812,0.3398,7.2064,0.49387,0.062795,0.26206,0.19818,0.098836
0.38553,7.0491,0.50769,0.06008,0.27515,0.26441,0.10229,0.040731,0.043859,0.14352,0.18245,0.38553,7.0491,0.50769,0.06008,0.27515,0.26441,0.10229
0.34152,7.5998,0.51536,0.056976,0.29509,0.24043,0.099824,0.044255,0.051067,0.14926,0.1938,0.34152,7.5998,0.51536,0.056976,0.29509,0.24043,0.099824
0.48734,8.7799,0.50615,0.079864,0.52688,0.40373,0.099824,0.040621,0.043859,0.15643,0.20191,0.48734,8.7799,0.50615,0.079864,0.52688,0.40373,0.099824
0.58656,7.5998,0.49694,0.076179,0.50188,0.29982,0.10007,0.040731,0.046827,0.14687,0.30974,0.58656,7.5998,0.49694,0.076179,0.50188,0.29982,0.10007
0.43988,6.4197,0.48158,0.081222,0.49326,0.28269,0.17453,0.11119,0.048099,0.14448,0.22623,0.43988,6.4197,0.48158,0.081222,0.49326,0.28269,0.17453
0.62107,7.6785,0.88236,0.075403,0.43851,0.66068,0.41272,0.044145,0.043859,0.15548,0.23434,0.62107,7.6785,0.88236,0.075403,0.43851,0.66068,0.41272
0.4718,8.3865,0.65663,0.05814,0.38019,0.61157,0.32431,0.045796,0.049159,0.3295,0.24163,0.4718,8.3865,0.65663,0.05814,0.38019,0.61157,0.32431
0.36482,7.7572,0.64281,0.062795,0.28973,0.56247,0.31369,0.14609,0.045767,0.19229,0.21569,0.36482,7.7572,0.64281,0.062795,0.28973,0.56247,0.31369
0.62624,6.2624,0.64281,0.078118,0.28675,0.60358,0.24269,0.040731,0.043859,0.16456,0.22785,0.62624,6.2624,0.64281,0.078118,0.28675,0.60358,0.24269
0.34239,7.7572,0.66738,0.07036,0.293,0.44485,0.16107,0.040621,0.051067,0.12153,0.31784,0.34239,7.7572,0.66738,0.07036,0.293,0.44485,0.16107
0.39329,8.1505,0.68888,0.064347,0.32782,0.45741,0.11205,0.043484,0.043859,0.21715,0.22542,0.39329,8.1505,0.68888,0.064347,0.32782,0.45741,0.11205
0.33548,8.1505,0.69502,0.06008,0.30907,0.37747,0.32085,0.040621,0.043859,0.92088,0.20434,0.33548,8.1505,0.69502,0.06008,0.30907,0.37747,0.32085
0.39243,5.5534,0.66738,0.064347,0.56675,0.75546,0.65314,0.040731,0.051067,0.16169,0.22866,0.39243,5.5534,0.66738,0.064347,0.56675,0.75546,0.65314
0.55032,6.7524,0.65663,0.061244,0.40339,0.63213,0.57782,0.043374,0.043859,0.13157,0.40865,0.55032,6.7524,0.65663,0.061244,0.40339,0.63213,0.57782
0.39243,7.6908,0.77641,0.073075,0.30401,0.47454,0.23454,0.040731,0.045343,0.14591,0.21488,0.39243,7.6908,0.77641,0.073075,0.30401,0.47454,0.23454
0.33462,33.098,0.93917,0.074433,0.33436,0.34549,0.16033,0.040621,0.049371,0.15548,0.23028,0.33462,33.098,0.93917,0.074433,0.33436,0.34549,0.16033
0.3907,17.128,0.94224,0.062213,0.33228,0.2313,0.18861,0.043594,0.043647,0.15643,0.22137,0.3907,17.128,0.94224,0.062213,0.33228,0.2313,0.18861
0.33548,16.577,0.92535,0.064153,0.39298,0.27355,0.14601,0.040621,0.048099,0.12918,0.2092,0.33548,16.577,0.92535,0.064153,0.39298,0.27355,0.14601
0.65127,18.229,0.88696,0.060468,0.42333,0.21531,0.13761,0.040621,0.096012,0.13062,0.27893,0.65127,18.229,0.88696,0.060468,0.42333,0.21531,0.13761
0.41313,22.714,0.81479,0.057946,0.35013,0.26099,0.13798,0.043814,0.33303,0.1287,0.22866,0.41313,22.714,0.81479,0.057946,0.35013,0.26099,0.13798
0.3838,18.308,0.81172,0.065123,0.4388,0.45855,0.12971,0.043374,0.43734,0.12297,0.2238,0.3838,18.308,0.81172,0.065123,0.4388,0.45855,0.12971
0.37345,21.691,0.81172,0.057364,0.58698,1.6142,0.21083,0.071559,0.3254,0.12679,0.30163,0.37345,21.691,0.81172,0.057364,0.58698,1.6142,0.21083
0.37345,16.262,0.81787,0.060662,0.61347,1.596,0.42334,0.10338,0.32201,0.11532,0.26028,0.37345,16.262,0.81787,0.060662,0.61347,1.596,0.42334
0.63056,18.701,2.4179,0.062601,0.50069,1.6131,0.31814,0.18683,0.24844,0.13062,0.3073,0.63056,18.701,2.4179,0.062601,0.50069,1.6131,0.31814
0.48043,18.544,4.2099,0.057364,0.56735,1.5651,0.39964,0.1614,0.16428,0.13062,0.23434,0.48043,18.544,4.2099,0.057364,0.56735,1.5651,0.39964
0.58224,16.42,4.2053,0.065899,0.67804,1.1997,0.3437,0.18364,0.24993,0.11819,0.23677,0.58224,16.42,4.2053,0.065899,0.67804,1.1997,0.3437
0.62107,18.78,0.92689,0.058916,0.59413,0.2233,0.25701,0.16393,0.27537,1.0423,0.25055,0.62107,18.78,0.92689,0.058916,0.59413,0.2233,0.25701
0.68405,18.387,0.65663,0.057752,0.5245,0.27469,0.29739,0.18331,0.22597,1.1719,0.62511,0.68405,18.387,0.65663,0.057752,0.5245,0.27469,0.29739
0.77206,16.577,0.60596,0.060662,0.52242,0.22445,0.26591,0.18782,0.20625,0.97395,0.22055,0.77206,16.577,0.60596,0.060662,0.52242,0.22445,0.26591
0.41572,17.521,0.51536,0.094411,0.52033,0.26441,0.2538,0.18474,0.18421,0.46671,0.21164,0.41572,17.521,0.51536,0.094411,0.52033,0.26441,0.2538
0.54687,18.544,0.49847,0.081028,0.49593,0.21417,0.27838,0.17615,0.21537,0.15404,0.22785,0.54687,18.544,0.49847,0.081028,0.49593,0.21417,0.27838
0.45455,3.3336,0.50615,0.06105,0.48254,0.2587,0.22269,0.044475,0.19141,0.16599,0.22785,0.45455,3.3336,0.50615,0.06105,0.48254,0.2587,0.22269
0.86006,5.4446,0.50922,0.061631,0.45785,0.22673,0.20614,0.040952,0.20095,0.15309,0.18894,0.86006,5.4446,0.50922,0.061631,0.45785,0.22673,0.20614
0.37603,5.2611,0.50922,0.056976,0.4879,0.32494,0.11662,0.043374,0.18569,0.14257,0.2165,0.37603,5.2611,0.50922,0.056976,0.4879,0.32494,0.11662
